county_name,reg_voters,lowdem,uncertain,persuasion,highdem,census_block_group_2010
Bowie,1138,122,56,11,118,480370115022
Bowie,605,36,17,4,26,480370115023
Bowie,419,39,27,0,31,480370116001
Bowie,575,15,13,8,26,480370116002
Bowie,678,85,32,5,66,480370116003
Bowie,1357,63,34,8,69,480370116004
Bowie,937,28,20,11,46,480370116005
Bowie,1414,35,26,11,41,480370116006
Bowie,1465,20,12,13,34,480370117001
Bowie,819,9,18,7,28,480370117002
Bowie,8,0,3,0,0,480910201001
Bowie,5,1,0,0,0,480910201002
Bowie,2,0,0,0,1,480910202003
Bowie,16,1,1,0,0,480910202004
Bowie,3,0,1,0,0,480910204001
Bowie,1,0,0,0,0,480910204003
Bowie,26,2,5,0,0,480910208011
Bowie,2,0,0,0,0,480910210004
Bowie,33,0,0,0,0,483879501001
Bowie,31,0,2,0,3,483879501002
Brazoria,415,0,1,0,0,
Brazoria,1074,45,24,18,78,480396601001
Brazoria,1520,72,34,20,133,480396601002
Brazoria,1851,107,75,17,207,480396601003
Brazoria,437,34,9,5,36,480396602001
Brazoria,2664,133,82,29,235,480396602002
Brazoria,2070,176,93,25,253,480396602003
Brazoria,819,100,59,14,81,480396603001
Brazoria,2353,192,109,26,214,480396603002
Brazoria,6158,385,236,85,714,480396603003
Brazoria,3036,258,134,38,346,480396604001
Brazoria,2699,239,175,47,441,480396604002
Brazoria,3311,417,242,58,608,480396604003
Brazoria,874,56,29,13,94,480396605001
Brazoria,757,103,82,14,60,480396605002
Brazoria,674,62,45,6,52,480396605003
Brazoria,1471,83,47,17,136,480396605004
Brazoria,1959,248,159,33,246,480396605005
Brazoria,2569,393,220,59,441,480396605006
Brazoria,2366,453,140,58,628,480396606011
Brazoria,3361,296,86,61,668,480396606012
Brazoria,3926,816,274,116,918,480396606013
Brazoria,2159,567,133,84,599,480396606014
Brazoria,12592,3777,841,324,3732,480396606021
Brazoria,20541,6131,1303,678,6285,480396606022
Brazoria,4105,887,265,116,862,480396607011
Brazoria,2379,712,154,42,409,480396607012
Brazoria,1700,289,103,62,399,480396607013
Brazoria,2137,351,145,53,479,480396607014
Brazoria,3072,535,171,82,762,480396607015
Brazoria,2039,158,85,42,263,480396607021
Brazoria,8523,1229,561,220,2041,480396607022
Brazoria,1362,141,108,12,131,480396607023
Brazoria,1998,257,147,30,262,480396608011
Brazoria,3404,500,197,60,537,480396608012
Brazoria,1676,143,100,25,182,480396608013
Brazoria,2581,210,122,54,351,480396608021
Brazoria,2171,209,116,52,316,480396608022
Brazoria,1551,174,69,36,213,480396608023
Brazoria,1086,85,68,18,73,480396609001
Brazoria,1802,186,108,34,231,480396609002
Brazoria,1220,156,117,12,81,480396609003
Brazoria,1022,162,107,17,66,480396609004
Brazoria,1715,161,90,24,183,480396610001
Brazoria,1750,86,52,11,107,480396610002
Brazoria,2903,239,210,51,233,480396610003
Brazoria,1083,92,82,15,53,480396611001
Brazoria,1448,92,44,18,76,480396611002
Brazoria,886,56,29,8,51,480396612001
Brazoria,745,45,30,3,62,480396612002
Brazoria,1583,127,94,9,72,480396612003
Brazoria,664,99,60,11,38,480396613001
Brazoria,602,51,28,8,31,480396613002
Brazoria,791,56,40,10,51,480396613003
Brazoria,885,34,30,7,57,480396614001
Brazoria,1172,64,42,9,77,480396614002
Brazoria,740,39,22,8,52,480396614003
Brazoria,984,53,42,7,73,480396614004
Brazoria,1502,98,63,22,78,480396614005
Brazoria,848,23,15,10,51,480396614006
Brazoria,1453,86,64,17,91,480396615011
Brazoria,1259,92,37,11,97,480396615012
Brazoria,1371,74,51,15,53,480396615013
Brazoria,2634,123,71,7,157,480396615021
Brazoria,1322,61,37,7,60,480396615022
Brazoria,433,18,9,4,16,480396616011
Brazoria,1460,55,52,10,84,480396616012
Brazoria,767,24,16,7,35,480396616013
Brazoria,2871,200,127,23,171,480396616014
Brazoria,772,33,20,8,42,480396616021
Brazoria,1576,164,122,8,92,480396616022
Brazoria,1116,35,29,9,43,480396617001
Brazoria,751,28,6,5,17,480396617002
Brazoria,545,20,5,4,22,480396617003
Brazoria,3462,315,187,52,646,480396618001
Brazoria,2546,249,169,27,193,480396618002
Brazoria,4702,1051,430,67,1065,480396619001
Brazoria,2505,348,143,25,337,480396619002
Brazoria,226,34,9,1,28,480396619003
Brazoria,59,14,2,0,6,480396619004
Brazoria,2859,167,73,36,169,480396620001
Brazoria,698,63,32,13,64,480396620002
Brazoria,911,32,21,5,41,480396620003
Brazoria,790,19,10,6,33,480396620004
Brazoria,849,38,17,3,18,480396620005
Brazoria,1678,161,92,8,112,480396621001
Brazoria,1494,113,45,19,100,480396621002
Brazoria,2406,321,115,24,244,480396621003
Brazoria,628,19,7,9,26,480396622001
Brazoria,1650,71,49,16,144,480396622002
Brazoria,574,34,23,3,40,480396622003
Brazoria,1771,103,56,32,166,480396622004
Brazoria,957,51,26,15,55,480396623001
Brazoria,1350,129,73,17,82,480396623002
Brazoria,788,31,25,4,52,480396623003
Brazoria,1174,65,39,17,72,480396623004
Brazoria,950,48,35,9,66,480396624001
Brazoria,1190,90,53,10,73,480396624002
Brazoria,1383,41,25,8,57,480396624003
Brazoria,1354,27,18,10,40,480396624004
Brazoria,1922,60,27,8,80,480396625001
Brazoria,777,141,87,19,117,480396625002
Brazoria,486,22,13,7,35,480396626001
Brazoria,740,39,19,7,44,480396626002
Brazoria,814,16,17,10,34,480396626003
Brazoria,878,42,19,11,62,480396626004
Brazoria,1650,60,24,17,61,480396627001
Brazoria,438,47,11,5,39,480396627002
Brazoria,1119,58,29,4,62,480396628001
Brazoria,650,38,24,3,37,480396628002
Brazoria,881,22,21,6,49,480396628003
Brazoria,624,61,25,4,73,480396628004
Brazoria,1484,106,41,5,127,480396628005
Brazoria,1214,48,26,13,98,480396628006
Brazoria,943,61,21,12,72,480396629001
Brazoria,1285,38,36,8,66,480396629002
Brazoria,1180,51,39,11,71,480396629003
Brazoria,565,13,18,4,23,480396629004
Brazoria,969,38,17,15,52,480396630001
Brazoria,787,27,16,10,43,480396630002
Brazoria,31,2,1,0,0,480396630003
Brazoria,1140,78,29,12,114,480396630004
Brazoria,1009,36,33,6,53,480396631001
Brazoria,1467,69,35,12,122,480396631002
Brazoria,14,2,0,0,1,480396631003
Brazoria,2804,53,39,25,165,480396631004
Brazoria,1268,88,43,12,91,480396632001
Brazoria,1231,80,54,18,82,480396632002
Brazoria,2092,64,31,22,166,480396632003
Brazoria,307,19,11,2,12,480396633001
Brazoria,758,54,41,9,36,480396633002
Brazoria,955,89,38,10,61,480396633003
Brazoria,2544,156,93,14,169,480396634001
Brazoria,575,47,29,7,43,480396634002
Brazoria,1629,122,76,12,134,480396634003
Brazoria,1761,95,53,15,106,480396634004
Brazoria,1440,65,42,30,93,480396635001
Brazoria,1101,71,60,11,47,480396635002
Brazoria,976,53,21,15,55,480396635003
Brazoria,1265,58,28,17,76,480396635004
Brazoria,2122,52,42,28,157,480396636001
Brazoria,915,20,22,16,58,480396636002
Brazoria,2302,78,51,22,173,480396636003
Brazoria,1767,178,94,17,143,480396637001
Brazoria,1250,70,47,16,106,480396637002
Brazoria,1408,235,121,15,109,480396638001
Brazoria,1161,99,52,20,100,480396638002
Brazoria,1119,213,89,19,85,480396638003
Brazoria,612,192,38,12,69,480396638004
Brazoria,763,182,62,13,66,480396639001
Brazoria,758,167,52,18,51,480396639002
Brazoria,686,68,63,6,62,480396640001
Brazoria,1207,79,60,14,82,480396640002
Brazoria,770,126,54,10,37,480396640003
Brazoria,799,75,53,6,56,480396641001
Brazoria,634,56,41,7,28,480396641002
Brazoria,684,64,35,6,40,480396641003
Brazoria,1328,76,70,14,83,480396641004
Brazoria,1198,57,29,11,69,480396641005
Brazoria,617,33,20,6,25,480396642001
Brazoria,1006,48,41,7,38,480396642002
Brazoria,1400,65,28,15,87,480396642003
Brazoria,1092,368,58,8,88,480396643001
Brazoria,649,173,39,13,62,480396643002
Brazoria,651,206,47,7,56,480396643003
Brazoria,502,163,28,8,49,480396643004
Brazoria,808,277,53,15,115,480396643005
Brazoria,216,60,10,3,10,480396644001
Brazoria,1005,173,67,11,75,480396644002
Brazoria,450,125,42,12,30,480396644003
Brazoria,1073,306,90,15,89,480396644004
Brazoria,850,203,55,6,74,480396644005
Brazoria,962,211,80,10,102,480396644006
Brazoria,951,53,34,12,55,480396645011
Brazoria,837,43,12,3,39,480396645012
Brazoria,724,26,14,9,33,480396645013
Brazoria,1373,80,35,12,164,480396645014
Brazoria,462,12,5,3,25,480396645015
Brazoria,45,6,6,4,21,481576707002
Brazoria,12,3,2,0,0,481576708002
Brazoria,657,159,52,14,204,481576745021
Brazoria,12,0,0,0,0,481576756002
Brazoria,3,0,0,0,0,481576757002
Brazoria,1,0,0,0,0,481576758003
Brazoria,14,0,0,0,2,481677201001
Brazoria,3,0,0,0,0,481677203012
Brazoria,0,0,0,0,0,481677203022
Brazoria,50,5,0,0,2,481677206001
Brazoria,68,4,1,1,2,481677234004
Brazoria,39,0,0,0,0,481677235021
Brazoria,3,0,0,0,0,481677235024
Brazoria,1,0,0,0,0,482013106005
Brazoria,2,0,0,0,0,482013501001
Brazoria,15,0,0,0,0,483217302013
Brazoria,5,1,1,0,0,483217302021
Brazos,743,0,0,0,0,
Brazos,1652,32,21,10,128,480410001011
Brazos,1737,280,66,23,169,480410001012
Brazos,2800,189,84,33,301,480410001013
Brazos,1833,41,39,17,81,480410001014
Brazos,3019,88,54,25,160,480410001021
Brazos,4038,144,87,41,319,480410001022
Brazos,1719,32,33,13,105,480410001031
Brazos,1189,254,77,15,115,480410002011
Brazos,514,162,32,5,35,480410002012
Brazos,971,172,62,15,98,480410002013
Brazos,2399,247,138,27,285,480410002014
Brazos,913,98,50,9,94,480410002021
Brazos,1752,189,97,25,231,480410002022
Brazos,718,88,32,8,83,480410002023
Brazos,1352,175,119,10,126,480410002024
Brazos,4042,1085,411,52,412,480410002025
Brazos,561,169,29,8,72,480410003001
Brazos,1473,306,85,28,199,480410003002
Brazos,1656,421,116,34,229,480410003003
Brazos,950,161,76,8,96,480410003004
Brazos,1270,490,30,19,256,480410004001
Brazos,1259,303,87,33,193,480410004002
Brazos,17,7,1,0,0,480410004003
Brazos,1107,206,101,20,137,480410004004
Brazos,218,89,6,11,32,480410005001
Brazos,348,149,5,5,42,480410005002
Brazos,1222,480,32,18,215,480410005003
Brazos,1261,519,39,24,204,480410005004
Brazos,563,206,10,6,138,480410005005
Brazos,487,101,21,4,54,480410006031
Brazos,540,242,14,6,85,480410006032
Brazos,1121,525,38,20,144,480410006033
Brazos,835,369,19,24,133,480410006034
Brazos,692,251,36,9,77,480410006041
Brazos,300,113,7,8,62,480410006042
Brazos,1292,486,46,22,151,480410006043
Brazos,371,172,13,6,54,480410006044
Brazos,413,86,24,16,34,480410007001
Brazos,563,104,34,17,59,480410007002
Brazos,586,107,38,14,84,480410007003
Brazos,721,113,41,14,75,480410007004
Brazos,563,119,34,10,66,480410008001
Brazos,1133,69,41,16,122,480410008002
Brazos,1994,191,97,19,220,480410008003
Brazos,831,66,34,8,83,480410008004
Brazos,785,198,47,11,80,480410009001
Brazos,575,196,34,20,42,480410009002
Brazos,1001,74,48,13,125,480410010001
Brazos,951,193,68,12,86,480410010002
Brazos,1954,476,142,20,146,480410010003
Brazos,901,115,50,10,92,480410010004
Brazos,641,115,36,1,42,480410011001
Brazos,1203,153,47,17,90,480410011002
Brazos,1268,101,39,12,136,480410011003
Brazos,1009,47,23,14,114,480410011004
Brazos,944,173,79,9,58,480410013011
Brazos,777,90,52,9,78,480410013012
Brazos,850,125,55,6,32,480410013021
Brazos,1495,146,66,9,195,480410013022
Brazos,581,62,31,9,67,480410013023
Brazos,1176,97,72,12,114,480410013031
Brazos,737,137,40,7,34,480410013032
Brazos,850,129,63,8,39,480410013033
Brazos,799,164,59,4,103,480410013034
Brazos,432,165,37,7,56,480410014001
Brazos,1300,419,133,24,129,480410014002
Brazos,1016,278,85,14,110,480410014003
Brazos,1108,143,83,8,73,480410016011
Brazos,841,247,52,9,50,480410016012
Brazos,1673,139,105,24,157,480410016013
Brazos,1165,192,49,8,82,480410016041
Brazos,850,53,36,9,116,480410016042
Brazos,1737,475,156,18,165,480410016043
Brazos,1083,174,81,12,105,480410016051
Brazos,1554,362,93,13,152,480410016052
Brazos,1023,104,58,15,97,480410016061
Brazos,965,158,48,10,55,480410016062
Brazos,836,148,68,7,63,480410017011
Brazos,728,137,53,4,77,480410017012
Brazos,1861,313,129,22,159,480410017013
Brazos,732,123,46,8,60,480410017021
Brazos,950,118,55,8,80,480410017022
Brazos,2081,232,125,28,194,480410018011
Brazos,2164,214,111,38,261,480410018012
Brazos,1786,294,110,17,151,480410018031
Brazos,1989,166,84,15,285,480410018032
Brazos,1344,167,74,14,141,480410018033
Brazos,1128,127,60,14,95,480410018041
Brazos,2019,95,52,19,194,480410019001
Brazos,1538,75,29,11,150,480410019002
Brazos,628,27,23,4,72,480410019003
Brazos,1226,91,64,17,145,480410019004
Brazos,923,86,49,15,90,480410019005
Brazos,2364,118,83,28,293,480410020011
Brazos,2653,120,74,41,388,480410020012
Brazos,1382,101,47,14,138,480410020021
Brazos,3453,197,120,37,306,480410020022
Brazos,2895,192,124,23,272,480410020023
Brazos,1472,130,64,18,161,480410020061
Brazos,2653,214,148,38,277,480410020071
Brazos,2604,232,142,31,249,480410020072
Brazos,3952,278,174,60,434,480410020081
Brazos,4089,275,195,73,545,480410020082
Brazos,1850,142,81,28,210,480410020091
Brazos,3070,122,92,59,400,480410020092
Brazos,956,27,24,4,41,480410020101
Brazos,2309,75,66,26,259,480410020102
Brazos,1987,62,54,18,158,480410020111
Brazos,2488,118,75,37,258,480410020112
Brazos,1728,471,204,16,201,480410020121
Brazos,1692,383,103,15,120,480410020122
Brazos,2040,430,196,22,152,480410020123
Brazos,3724,366,259,51,323,480410020131
Brazos,1927,107,96,20,157,480410020132
Brazos,881,37,25,11,90,480410020141
Brazos,1032,286,121,7,122,480410020142
Brazos,281,76,45,4,18,480410020151
Brazos,2,0,0,0,0,480419800001
Brazos,3,0,0,0,0,481851801011
Brazos,8,0,0,0,1,481851802004
Brazos,3,0,0,0,0,483959604001
Brazos,1,0,0,0,0,483959604002
Brazos,8,0,1,0,1,483959604003
Brazos,5,0,0,0,0,483959605003
Brewster,301,0,0,0,0,
Brewster,1478,149,84,21,264,480439503001
Brewster,2292,331,180,33,399,480439503002
Brewster,1162,208,79,21,198,480439503003
Brewster,813,215,53,9,162,480439504001
Brewster,1105,286,74,13,263,480439504002
Brewster,1159,167,91,16,273,480439505001
Brewster,547,80,41,12,125,480439505002
Brewster,557,40,21,6,94,480439505003
Brewster,1135,145,62,22,258,480439505004
Brewster,1,0,0,0,0,481677235021
Brewster,1,0,0,0,0,482659606004
Briscoe,43,3,0,0,1,
Briscoe,1482,38,51,13,42,480459502001
Briscoe,2,0,0,1,0,481299503001
Briscoe,3,1,0,0,0,484379502002
Brooks,253,0,0,0,0,
Brooks,1442,510,57,15,387,480479501001
Brooks,404,136,19,0,119,480479501002
Brooks,1086,412,32,12,211,480479502001
Brooks,970,348,29,10,181,480479502002
Brooks,786,253,16,5,154,480479502003
Brooks,2135,751,72,22,505,480479502004
Brooks,1033,334,33,13,227,480479502005
Brooks,40,14,4,0,6,482499507004
Brown,210,0,0,0,0,
Brown,1353,27,14,7,39,480499501001
Brown,806,8,5,6,17,480499501002
Brown,748,11,7,4,19,480499502001
Brown,1643,36,10,13,43,480499502002
Brown,1699,24,14,9,54,480499502003
Brown,1409,14,14,4,33,480499503001
Brown,1529,22,10,11,37,480499503002
Brown,718,19,8,7,19,480499505001
Brown,791,20,13,6,20,480499505002
Brown,1342,27,24,11,27,480499505003
Brown,483,10,14,1,12,480499506001
Brown,799,34,20,7,22,480499506002
Brown,956,42,38,5,20,480499506003
Brown,562,33,23,4,10,480499507001
Brown,599,34,22,4,17,480499507002
Brown,617,24,31,4,23,480499508001
Brown,529,30,21,3,15,480499508002
Brown,882,37,25,8,16,480499508003
Brown,865,35,44,7,24,480499509001
Brown,1429,25,19,4,49,480499509002
Brown,1403,36,29,10,43,480499509003
Brown,919,22,18,4,40,480499509004
Brown,614,18,13,2,25,480499510001
Brown,707,31,16,10,22,480499510002
Brown,899,21,14,5,35,480499510003
Brown,1011,26,13,7,35,480499511001
Brown,1415,59,29,14,33,480499511002
Brown,1577,34,24,12,65,480499511003
Brown,2450,41,44,15,64,480499512001
Brown,1968,41,23,11,49,480499512002
Brown,808,23,10,2,15,480499513001
Brown,2028,23,24,15,45,480499513002
Brown,4,0,0,0,0,480590302003
Brown,5,0,0,0,0,480590302004
Brown,1,0,0,0,0,480839507002
Brown,1,0,0,0,0,480939502001
Brown,11,1,0,0,0,480939502002
Brown,1,0,0,0,0,481339504001
Brown,5,0,0,0,0,481339504002
Brown,5,0,0,0,0,483339501001
Burleson,168,0,0,0,0,
Burleson,1452,61,33,19,93,480519701001
Burleson,1542,49,37,18,86,480519702001
Burleson,682,23,14,6,64,480519702002
Burleson,722,24,17,5,21,480519702003
Burleson,1192,33,28,7,53,480519702004
Burleson,892,85,47,7,74,480519703001
Burleson,1613,83,58,11,93,480519703002
Burleson,1270,99,53,13,79,480519703003
Burleson,1512,159,52,17,124,480519704001
Burleson,1413,100,37,16,88,480519704002
Burleson,640,24,15,6,30,480519705001
Burleson,1960,66,37,11,92,480519705002
Burleson,900,93,36,11,95,480519705003
Burleson,938,143,61,9,105,480519705004
Burleson,21,4,4,0,0,483319505002
Burleson,2,0,0,0,0,483319507006
Burnet,125,0,0,0,0,
Burnet,4,0,0,0,0,480270231051
Burnet,2,0,0,0,0,480270231082
Burnet,5,0,0,0,0,480270231084
Burnet,1,0,0,0,0,480270233001
Burnet,2,0,0,0,0,480270233002
Burnet,3,1,0,0,1,480319501001
Burnet,1563,44,27,14,115,480539601001
Burnet,2021,75,47,19,129,480539601002
Burnet,2101,82,58,33,143,480539601003
Burnet,1680,26,23,15,91,480539602001
Burnet,1577,27,17,9,125,480539602002
Burnet,1666,64,36,20,85,480539603001
Burnet,791,34,14,10,40,480539603002
Burnet,1679,52,28,26,77,480539603003
Burnet,842,75,34,17,37,480539603004
Burnet,1025,57,24,19,57,480539603005
Burnet,1374,30,12,20,106,480539604001
Burnet,2332,58,37,16,152,480539604002
Burnet,2836,66,43,39,223,480539604003
Burnet,1431,78,55,17,94,480539605001
Burnet,1159,27,10,21,85,480539605002
Burnet,1290,113,96,21,74,480539605003
Burnet,1128,38,9,22,96,480539605004
Burnet,2428,80,45,34,125,480539606001
Burnet,1978,36,23,31,156,480539606002
Burnet,1508,55,22,17,126,480539607001
Burnet,1630,86,38,26,115,480539607002
Burnet,1417,53,23,22,101,480539607003
Burnet,1480,74,28,24,103,480539607004
Burnet,955,109,57,15,46,480539607005
Burnet,1832,60,37,24,197,480539608001
Burnet,2143,100,60,34,134,480539608002
Burnet,2419,73,34,37,256,480539608003
Burnet,2,0,0,0,0,482819501001
Burnet,3,0,0,0,0,482819503012
Burnet,7,0,0,0,0,482819503013
Burnet,3,0,0,0,0,482819503021
Burnet,1,0,0,0,0,482819503023
Burnet,10,0,0,0,0,482819504002
Burnet,14,1,1,0,2,482819504003
Burnet,48,2,1,2,1,482819505003
Burnet,12,0,0,0,1,482999704001
Burnet,2,0,0,0,1,482999704002
Burnet,15,0,0,1,4,482999704003
Burnet,13,0,0,0,2,482999705003
Burnet,2,0,0,0,0,482999705004
Burnet,2,0,0,0,0,482999705005
Burnet,1,0,0,0,0,482999706002
Burnet,2,0,0,0,0,484530017641
Burnet,39,2,0,0,5,484530017642
Burnet,2,0,0,0,0,484530017661
Burnet,1,0,0,0,0,484530017662
Burnet,6,0,0,0,0,484910201121
Burnet,2,0,0,0,0,484910202012
Burnet,5,0,0,1,0,484910202021
Burnet,1,0,0,0,0,484910202022
Burnet,4,0,0,0,0,484910202023
Burnet,58,3,0,0,1,484910202041
Burnet,19,0,1,0,5,484910202044
Burnet,26,0,1,0,3,484910203011
Burnet,1,0,0,0,0,484910214022
Caldwell,317,1,0,0,0,
Caldwell,1,1,0,0,0,480219505011
Caldwell,12,1,1,1,1,480219506002
Caldwell,13,1,0,1,0,480219506003
Caldwell,32,11,6,0,1,480219508021
Caldwell,3,0,0,0,0,480219508022
Caldwell,27,2,2,0,2,480219508023
Caldwell,1228,186,73,15,176,480559601011
Caldwell,1873,450,202,21,258,480559601012
Caldwell,1156,208,87,18,174,480559601013
Caldwell,2633,230,122,30,361,480559601021
Caldwell,1205,82,59,14,153,480559601022
Caldwell,994,321,35,16,188,480559602001
Caldwell,1527,248,126,16,256,480559602002
Caldwell,378,46,24,5,38,480559602003
Caldwell,616,223,25,10,102,480559602004
Caldwell,1994,209,101,33,385,480559603001
Caldwell,1102,219,62,14,224,480559603002
Caldwell,1537,222,100,19,342,480559603003
Caldwell,1494,473,86,15,225,480559604001
Caldwell,2054,534,123,28,412,480559604002
Caldwell,1071,139,68,8,135,480559605001
Caldwell,1162,308,67,15,149,480559605002
Caldwell,1962,363,132,18,331,480559605003
Caldwell,2371,1315,210,25,69,480559605004
Caldwell,1318,99,71,10,112,480559606001
Caldwell,972,33,24,12,99,480559606002
Caldwell,853,210,72,9,90,480559607001
Caldwell,756,172,78,5,66,480559607002
Caldwell,1140,138,77,16,111,480559607003
Caldwell,978,94,63,14,88,480559607004
Caldwell,1026,177,75,11,104,480559607005
Caldwell,1,0,0,0,0,481677228002
Caldwell,8,2,0,0,0,481770001001
Caldwell,4,0,1,0,0,481770001002
Caldwell,1,0,0,0,0,481770002002
Caldwell,47,17,5,0,8,481872105051
Caldwell,7,1,0,0,2,481872105061
Caldwell,6,0,0,0,5,481872105062
Caldwell,14,1,1,1,0,481872109011
Caldwell,103,39,8,0,2,482090101002
Caldwell,1,0,0,0,0,482090102002
Caldwell,3,0,0,0,0,482090102003
Caldwell,5,1,0,0,0,482090103021
Caldwell,2,0,1,0,0,482090103031
Caldwell,24,3,2,0,2,482090103032
Caldwell,2,0,0,0,0,482090103033
Caldwell,6,1,0,0,2,482090104003
Caldwell,5,0,0,0,0,482090105002
Caldwell,1,0,0,0,0,482090106006
Caldwell,7,0,1,0,0,482090109022
Caldwell,2,1,0,0,0,482090109063
Caldwell,4,1,0,0,0,482090109064
Caldwell,1,0,0,0,0,482090109071
Caldwell,11,0,1,0,3,482090109072
Caldwell,2,2,0,0,0,482090109074
Caldwell,2,0,0,0,0,482090109081
Caldwell,3,0,0,0,0,482090109082
Caldwell,11,7,1,0,1,482090109102
Caldwell,24,5,0,0,2,484530024361
Calhoun,164,5,3,0,0,
Calhoun,986,96,89,21,91,480570001001
Calhoun,2563,216,215,44,281,480570001002
Calhoun,795,266,44,20,76,480570001003
Calhoun,918,203,90,19,101,480570002001
Calhoun,1090,216,145,20,130,480570002002
Calhoun,480,126,46,8,44,480570002003
Calhoun,904,159,105,11,131,480570002004
Calhoun,758,23,25,5,48,480570003001
Calhoun,563,55,40,8,45,480570003002
Calhoun,1681,196,139,26,188,480570004001
Calhoun,1249,99,75,11,99,480570004002
Calhoun,1225,87,72,16,171,480570004003
Calhoun,1372,269,110,21,163,480570004004
Calhoun,1248,53,46,10,69,480570005001
Calhoun,944,41,42,10,39,480570005002
Calhoun,756,35,41,4,36,480570005003
Calhoun,622,9,17,15,33,480570005004
Calhoun,8,0,1,0,2,482399501003
Calhoun,3,0,0,0,0,483217306001
Calhoun,1,0,0,0,0,483217306003
Calhoun,6,0,1,0,0,483919504002
Callahan,93,0,0,0,0,
Callahan,10,0,0,0,0,480499501002
Callahan,1013,22,21,7,24,480590301011
Callahan,1256,24,15,6,32,480590301012
Callahan,1129,20,14,9,24,480590301013
Callahan,1236,11,14,4,31,480590301014
Callahan,967,13,6,4,20,480590301021
Callahan,942,32,18,8,17,480590301022
Callahan,1013,15,7,13,22,480590301023
Callahan,1634,44,33,7,36,480590301024
Callahan,940,19,22,4,21,480590302001
Callahan,1355,15,22,11,32,480590302002
Callahan,1024,12,10,6,27,480590302003
Callahan,927,7,10,4,14,480590302004
Callahan,2,0,0,0,0,480839506002
Callahan,1,0,0,0,0,481339503004
Callahan,1,0,0,0,0,481339503006
Callahan,4,0,0,0,0,481339504001
Callahan,1,0,0,0,0,482530201012
Callahan,7,0,0,0,2,484179503004
Callahan,3,0,0,0,0,484410101003
Callahan,0,0,0,0,0,484410102001
Callahan,1,0,0,0,0,484410109005
Callahan,1,0,0,0,0,484410110001
Callahan,1,0,0,0,0,484410126001
Callahan,13,0,0,0,0,484410133001
Callahan,2,0,0,0,0,484410133002
Callahan,2,0,0,0,0,484410134041
Callahan,4,0,0,0,0,484410134042
Callahan,4,0,0,0,0,484410135003
Cameron,778,7,0,1,3,
Cameron,1,0,0,0,0,480410020151
Cameron,1471,496,147,18,194,480610101001
Cameron,1038,428,68,18,196,480610101002
Cameron,1383,598,142,26,237,480610101003
Cameron,575,64,31,4,83,480610101004
Cameron,898,297,74,8,147,480610101005
Cameron,1421,456,182,14,175,480610102011
Cameron,1464,292,138,11,166,480610102031
Cameron,1165,288,144,14,156,480610102032
Cameron,1747,312,194,43,322,480610102033
Cameron,867,218,90,19,141,480610102034
Cameron,1536,746,66,14,310,480610103011
Cameron,1863,811,175,26,352,480610103012
Cameron,1013,360,114,16,191,480610103021
Cameron,967,371,79,11,176,480610103022
Cameron,1595,320,158,21,251,480610103023
Cameron,1879,523,229,35,362,480610103024
Cameron,1911,660,266,37,325,480610104011
Cameron,1137,394,138,16,233,480610104012
Cameron,2285,192,100,35,358,480610104021
Cameron,2137,665,292,32,308,480610104022
Cameron,1781,489,245,26,197,480610104023
Cameron,630,242,82,20,74,480610105001
Cameron,1256,542,92,45,162,480610105002
Cameron,1019,400,149,13,141,480610106011
Cameron,1957,512,258,35,320,480610106012
Cameron,864,302,90,4,109,480610106013
Cameron,1091,323,107,17,158,480610106014
Cameron,1065,455,90,30,148,480610106015
Cameron,1615,281,159,29,312,480610106021
Cameron,651,136,63,7,109,480610107001
Cameron,711,165,94,12,74,480610107002
Cameron,1125,324,83,25,169,480610107003
Cameron,859,239,83,17,124,480610108001
Cameron,1034,208,88,15,183,480610108002
Cameron,1059,329,143,15,128,480610108003
Cameron,2022,480,203,26,211,480610108004
Cameron,397,132,27,6,58,480610109001
Cameron,655,273,37,12,74,480610109002
Cameron,756,339,47,10,89,480610110001
Cameron,590,256,17,12,98,480610110002
Cameron,906,376,52,18,142,480610110003
Cameron,744,317,24,13,112,480610111001
Cameron,712,341,34,13,92,480610111002
Cameron,569,227,28,11,97,480610111003
Cameron,575,196,48,11,100,480610112001
Cameron,550,201,49,10,96,480610112002
Cameron,762,125,79,14,100,480610113011
Cameron,557,137,32,10,75,480610113012
Cameron,1162,115,84,23,245,480610113021
Cameron,1413,257,124,12,186,480610113022
Cameron,1466,213,129,20,267,480610113023
Cameron,647,234,53,14,170,480610114001
Cameron,1460,448,149,21,309,480610114002
Cameron,906,193,70,12,207,480610114003
Cameron,1902,591,189,30,409,480610114004
Cameron,721,297,55,4,110,480610115001
Cameron,438,180,17,3,85,480610115002
Cameron,720,223,46,17,132,480610115003
Cameron,532,184,38,3,113,480610115004
Cameron,1190,532,82,12,207,480610115005
Cameron,734,294,41,12,114,480610116001
Cameron,814,301,66,9,126,480610116002
Cameron,2351,1129,141,30,294,480610116003
Cameron,1778,861,134,21,311,480610116004
Cameron,1055,492,50,10,124,480610117001
Cameron,520,209,26,11,59,480610117002
Cameron,209,72,20,2,40,480610117003
Cameron,1322,530,115,23,265,480610117004
Cameron,1062,457,39,8,160,480610117005
Cameron,2256,532,213,27,285,480610118011
Cameron,1525,606,142,31,264,480610118012
Cameron,790,380,53,11,112,480610118021
Cameron,832,366,63,22,118,480610118022
